first_name,fname,FName,given_name,frst_name,name_first,FirstName,last_name,surname,family_name,lname,lastnme,customer_id,cust_id,client_id,user_id,account_id,id_customer,custid,email,email_address,e_mail,mail_addr,emial,contact_email,phone_number,mobile,tel,phone_no,contact_phone,phn,mobile_number,created_date,registration_date,signup_date,create_dt,reg_date,date_created,address,street_address,addr,location,home_address,status,account_status,user_status,stat,amount,total_amount,amt,payment_amount,bill_amt,unique_col1,description,notes
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Johnson,Lee,Lee,Johnson,Smith,6237,6237,6237,6237,6237,6237,6237,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-8483,555-8483,555-8483,555-8483,555-8483,555-8483,555-8483,2024-07-08,2024-07-08,2024-07-08,2024-07-08,2024-07-08,2024-07-08,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,831.4443856701296,831.4443856701296,831.4443856701296,831.4443856701296,831.4443856701296,5,Note B,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Lee,Johnson,Smith,Lee,Smith,1559,1559,1559,1559,1559,1559,1559,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-1539,555-1539,555-1539,555-1539,555-1539,555-1539,555-1539,2024-07-09,2024-07-09,2024-07-09,2024-07-09,2024-07-09,2024-07-09,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,214.35705904299718,214.35705904299718,214.35705904299718,214.35705904299718,214.35705904299718,1,Note A,Note A
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Smith,Johnson,Johnson,Johnson,Johnson,4672,4672,4672,4672,4672,4672,4672,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-5964,555-5964,555-5964,555-5964,555-5964,555-5964,555-5964,2024-07-10,2024-07-10,2024-07-10,2024-07-10,2024-07-10,2024-07-10,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,20.88587037189567,20.88587037189567,20.88587037189567,20.88587037189567,20.88587037189567,9,Note A,Note A
David,David,David,David,David,David,David,Lee,Johnson,Smith,Johnson,Smith,8404,8404,8404,8404,8404,8404,8404,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-5835,555-5835,555-5835,555-5835,555-5835,555-5835,555-5835,2024-07-11,2024-07-11,2024-07-11,2024-07-11,2024-07-11,2024-07-11,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,145.5167737681192,145.5167737681192,145.5167737681192,145.5167737681192,145.5167737681192,1,Note A,Note B
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Johnson,Lee,Johnson,Lee,4343,4343,4343,4343,4343,4343,4343,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-4775,555-4775,555-4775,555-4775,555-4775,555-4775,555-4775,2024-07-12,2024-07-12,2024-07-12,2024-07-12,2024-07-12,2024-07-12,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,901.018455429624,901.018455429624,901.018455429624,901.018455429624,901.018455429624,8,Note A,Note A
David,David,David,David,David,David,David,Smith,Smith,Johnson,Smith,Smith,5070,5070,5070,5070,5070,5070,5070,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-7042,555-7042,555-7042,555-7042,555-7042,555-7042,555-7042,2024-07-13,2024-07-13,2024-07-13,2024-07-13,2024-07-13,2024-07-13,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,875.1511767868901,875.1511767868901,875.1511767868901,875.1511767868901,875.1511767868901,9,Note B,Note B
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Lee,Smith,Smith,Smith,Johnson,1580,1580,1580,1580,1580,1580,1580,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-8102,555-8102,555-8102,555-8102,555-8102,555-8102,555-8102,2024-07-14,2024-07-14,2024-07-14,2024-07-14,2024-07-14,2024-07-14,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,601.4389711486052,601.4389711486052,601.4389711486052,601.4389711486052,601.4389711486052,9,Note A,Note B
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Johnson,Lee,Smith,Lee,Johnson,8004,8004,8004,8004,8004,8004,8004,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-8312,555-8312,555-8312,555-8312,555-8312,555-8312,555-8312,2024-07-15,2024-07-15,2024-07-15,2024-07-15,2024-07-15,2024-07-15,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,604.5116918293169,604.5116918293169,604.5116918293169,604.5116918293169,604.5116918293169,1,Note A,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Smith,Smith,Johnson,Lee,Lee,9130,9130,9130,9130,9130,9130,9130,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-6320,555-6320,555-6320,555-6320,555-6320,555-6320,555-6320,2024-07-16,2024-07-16,2024-07-16,2024-07-16,2024-07-16,2024-07-16,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,668.3863078007929,668.3863078007929,668.3863078007929,668.3863078007929,668.3863078007929,2,Note B,Note A
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Smith,Smith,Johnson,Smith,Johnson,4147,4147,4147,4147,4147,4147,4147,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-7132,555-7132,555-7132,555-7132,555-7132,555-7132,555-7132,2024-07-17,2024-07-17,2024-07-17,2024-07-17,2024-07-17,2024-07-17,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,183.6175658372151,183.6175658372151,183.6175658372151,183.6175658372151,183.6175658372151,1,Note A,Note A
David,David,David,David,David,David,David,Smith,Lee,Smith,Lee,Smith,5249,5249,5249,5249,5249,5249,5249,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-8891,555-8891,555-8891,555-8891,555-8891,555-8891,555-8891,2024-07-18,2024-07-18,2024-07-18,2024-07-18,2024-07-18,2024-07-18,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,915.2678264657102,915.2678264657102,915.2678264657102,915.2678264657102,915.2678264657102,2,Note A,Note B
